octal_div([train(6641)], [train(34757)], 11).
octal_div([train(13112)], [train(51252)], 1).
octal_div([train(22772)], [train(29547)], 1).
octal_div([train(32591)], [train(59667)], 4).
octal_div([train(1152)], [train(33411)], 0).
octal_div([train(19234)], [train(7850)], 3).
octal_div([train(18831)], [train(20475)], 4).
octal_div([train(57397)], [train(51740)], 0).
octal_div([train(25782)], [train(7696)], 7).
octal_div([train(5792)], [train(44565)], 2).
octal_div([train(28752)], [train(53395)], 3).
octal_div([train(57542)], [train(10314)], 0).
octal_div([train(10620)], [train(32408)], 1).
octal_div([train(48602)], [train(40113)], 0).
octal_div([train(6574)], [train(20742)], 3).
octal_div([train(41527)], [train(22667)], 1).
octal_div([train(14348)], [train(44957)], 1).
octal_div([train(49124)], [train(42120)], 0).
octal_div([train(8714)], [train(34481)], 3).
octal_div([train(53548)], [train(16944)], 7).
octal_div([train(4895)], [train(30305)], 11).
octal_div([train(57727)], [train(18847)], 0).
octal_div([train(18935)], [train(42908)], 3).
octal_div([train(39327)], [train(45437)], 3).
octal_div([train(7272)], [train(44062)], 0).
octal_div([train(7364)], [train(15848)], 0).
octal_div([train(52322)], [train(19510)], 7).
octal_div([train(582)], [train(48237)], 0).
octal_div([train(1857)], [train(44835)], 0).
octal_div([train(8109)], [train(26613)], 4).
octal_div([train(14232)], [train(16372)], 2).
octal_div([train(12835)], [train(47670)], 7).
octal_div([train(27537)], [train(4070)], 2).
octal_div([train(36312)], [train(23771)], 0).
octal_div([train(43230)], [train(28828)], 3).
octal_div([train(30682)], [train(38777)], 1).
octal_div([train(8522)], [train(27262)], 10).
octal_div([train(42675)], [train(40815)], 1).
octal_div([train(39712)], [train(43541)], 1).
octal_div([train(28105)], [train(18995)], 0).
octal_div([train(11477)], [train(16562)], 5).
octal_div([train(5698)], [train(11967)], 0).
octal_div([train(10710)], [train(25020)], 4).
octal_div([train(6591)], [train(3607)], 0).
octal_div([train(6453)], [train(38450)], 1).
octal_div([train(35282)], [train(51131)], 0).
octal_div([train(50)], [train(25307)], 3).
octal_div([train(4909)], [train(6785)], 10).
octal_div([train(18043)], [train(32863)], 11).
octal_div([train(37534)], [train(54458)], 11).
octal_div([train(50521)], [train(16943)], 2).
octal_div([train(56233)], [train(39113)], 1).
octal_div([train(53710)], [train(55140)], 4).
octal_div([train(15470)], [train(47862)], 1).
octal_div([train(27349)], [train(53084)], 1).
octal_div([train(18232)], [train(26287)], 0).
octal_div([train(59635)], [train(7232)], 1).
octal_div([train(1191)], [train(23173)], 1).
octal_div([train(24189)], [train(58093)], 0).
octal_div([train(5092)], [train(20673)], 1).
octal_div([train(41098)], [train(52362)], 4).
octal_div([train(38645)], [train(3836)], 2).
octal_div([train(25686)], [train(51077)], 2).
octal_div([train(40228)], [train(11732)], 0).
octal_div([train(17602)], [train(19380)], 2).
octal_div([train(13465)], [train(6851)], 11).
octal_div([train(51615)], [train(6351)], 2).
octal_div([train(12099)], [train(50427)], 2).
octal_div([train(44448)], [train(20293)], 0).
octal_div([train(770)], [train(47551)], 6).
octal_div([train(47792)], [train(29602)], 2).
octal_div([train(58399)], [train(17541)], 3).
octal_div([train(54156)], [train(37040)], 2).
octal_div([train(56755)], [train(22726)], 0).
octal_div([train(56174)], [train(19397)], 0).
octal_div([train(29392)], [train(26208)], 2).
octal_div([train(30178)], [train(17845)], 6).
octal_div([train(15242)], [train(7456)], 0).
octal_div([train(44644)], [train(21127)], 6).
octal_div([train(577)], [train(51927)], 0).
octal_div([train(33638)], [train(19484)], 1).
octal_div([train(31522)], [train(39393)], 4).
octal_div([train(41544)], [train(53235)], 1).
octal_div([train(55280)], [train(41824)], 4).
octal_div([train(17563)], [train(57881)], 1).
octal_div([train(8224)], [train(8537)], 2).
octal_div([train(42222)], [train(25689)], 3).
octal_div([train(5318)], [train(31980)], 2).
octal_div([train(51802)], [train(14041)], 7).
octal_div([train(31509)], [train(43790)], 0).
octal_div([train(46998)], [train(28243)], 2).
octal_div([train(8146)], [train(6185)], 2).
octal_div([train(51728)], [train(37761)], 6).
octal_div([train(53801)], [train(4069)], 11).
octal_div([train(24894)], [train(37367)], 2).
octal_div([train(19605)], [train(31323)], 10).
octal_div([train(21546)], [train(21524)], 0).
octal_div([train(28526)], [train(44659)], 1).
octal_div([train(7912)], [train(19070)], 1).
octal_div([train(22775)], [train(18393)], 6).
octal_div([train(56751)], [train(44405)], 2).
octal_div([train(59536)], [train(20818)], 0).
octal_div([train(41876)], [train(24972)], 3).
octal_div([train(2438)], [train(14995)], 11).
octal_div([train(56111)], [train(19516)], 7).
octal_div([train(13911)], [train(22579)], 0).
octal_div([train(19861)], [train(539)], 0).
octal_div([train(48367)], [train(8379)], 5).
octal_div([train(18716)], [train(44046)], 6).
octal_div([train(36654)], [train(57684)], 7).
octal_div([train(17610)], [train(11358)], 5).
octal_div([train(20154)], [train(24814)], 6).
octal_div([train(34099)], [train(51360)], 0).
octal_div([train(28171)], [train(17883)], 3).
octal_div([train(28276)], [train(39189)], 1).
octal_div([train(4772)], [train(21202)], 1).
octal_div([train(55555)], [train(47074)], 1).
octal_div([train(54999)], [train(29739)], 0).
octal_div([train(34072)], [train(47145)], 3).
octal_div([train(10907)], [train(10556)], 1).
octal_div([train(11427)], [train(10585)], 2).
octal_div([train(25632)], [train(53040)], 2).
octal_div([train(39280)], [train(10578)], 1).
octal_div([train(35003)], [train(21906)], 1).
octal_div([train(26203)], [train(43881)], 2).
octal_div([train(49251)], [train(18823)], 1).
octal_div([train(38157)], [train(44837)], 0).
octal_div([train(40013)], [train(24711)], 4).
octal_div([train(53299)], [train(33431)], 0).
octal_div([train(17959)], [train(1757)], 1).
octal_div([train(25932)], [train(5409)], 0).
octal_div([train(57005)], [train(58886)], 1).
octal_div([train(27449)], [train(20212)], 6).
octal_div([train(14192)], [train(11518)], 10).
octal_div([train(20460)], [train(59290)], 2).
octal_div([train(29757)], [train(54071)], 3).
octal_div([train(30044)], [train(34419)], 0).
octal_div([train(10343)], [train(44403)], 0).
octal_div([train(41154)], [train(1800)], 4).
octal_div([train(58209)], [train(4585)], 4).
octal_div([train(43367)], [train(9251)], 0).
octal_div([train(8822)], [train(24058)], 1).
octal_div([train(12285)], [train(43411)], 4).
octal_div([train(612)], [train(45070)], 0).
octal_div([train(48859)], [train(42546)], 3).
octal_div([train(47640)], [train(18142)], 1).
octal_div([train(31021)], [train(31610)], 1).
octal_div([train(36188)], [train(43796)], 1).
octal_div([train(41443)], [train(16797)], 0).
octal_div([train(32011)], [train(32558)], 2).
octal_div([train(7901)], [train(29226)], 1).
octal_div([train(28365)], [train(45355)], 0).
octal_div([train(34560)], [train(16505)], 1).
octal_div([train(39396)], [train(59010)], 4).
octal_div([train(38017)], [train(20318)], 1).
octal_div([train(59537)], [train(24012)], 1).
octal_div([train(2782)], [train(37021)], 0).
octal_div([train(34)], [train(17059)], 0).
octal_div([train(39947)], [train(45365)], 2).
octal_div([train(54104)], [train(49431)], 0).
octal_div([train(19117)], [train(17357)], 0).
octal_div([train(43523)], [train(21550)], 1).
octal_div([train(41255)], [train(27525)], 1).
octal_div([train(29617)], [train(46262)], 2).
octal_div([train(9790)], [train(34011)], 0).
octal_div([train(58584)], [train(3246)], 0).
octal_div([train(51543)], [train(39986)], 3).
octal_div([train(37335)], [train(23427)], 0).
octal_div([train(56912)], [train(56367)], 1).
octal_div([train(51573)], [train(58555)], 0).
octal_div([train(51002)], [train(39274)], 0).
octal_div([train(37328)], [train(4914)], 2).
octal_div([train(22873)], [train(2254)], 2).
octal_div([train(38798)], [train(44682)], 5).
octal_div([train(4496)], [train(56483)], 0).
octal_div([train(53954)], [train(38361)], 1).
octal_div([train(30483)], [train(24368)], 3).
octal_div([train(56540)], [train(51952)], 2).
octal_div([train(11661)], [train(54058)], 0).
octal_div([train(44841)], [train(15845)], 1).
octal_div([train(41654)], [train(49955)], 2).
octal_div([train(33198)], [train(51390)], 10).
octal_div([train(32360)], [train(37378)], 11).
octal_div([train(55785)], [train(56905)], 0).
octal_div([train(44874)], [train(41593)], 4).
octal_div([train(8826)], [train(40160)], 3).
octal_div([train(58306)], [train(11961)], 0).
octal_div([train(35777)], [train(20443)], 1).
octal_div([train(7690)], [train(29260)], 11).
octal_div([train(58239)], [train(53439)], 2).
octal_div([train(48635)], [train(49168)], 2).
octal_div([train(32645)], [train(22891)], 1).
octal_div([train(58695)], [train(26096)], 6).
octal_div([train(20973)], [train(32710)], 10).
octal_div([train(381)], [train(6425)], 1).
octal_div([train(5141)], [train(58427)], 6).
octal_div([train(2568)], [train(39888)], 3).
octal_div([train(58766)], [train(15790)], 6).
octal_div([train(11893)], [train(8180)], 4).
octal_div([train(14737)], [train(45229)], 5).
octal_div([train(9611)], [train(19573)], 2).
octal_div([train(35350)], [train(4405)], 5).
octal_div([train(14507)], [train(1340)], 1).
octal_div([train(4185)], [train(39256)], 1).
octal_div([train(12673)], [train(14561)], 6).
octal_div([train(49190)], [train(22147)], 1).
octal_div([train(48529)], [train(16327)], 0).
octal_div([train(15261)], [train(47329)], 1).
octal_div([train(48419)], [train(19607)], 0).
octal_div([train(48731)], [train(20754)], 1).
octal_div([train(58659)], [train(41933)], 0).
octal_div([train(36607)], [train(56561)], 3).
octal_div([train(27466)], [train(8139)], 0).
octal_div([train(847)], [train(30145)], 4).
octal_div([train(6055)], [train(46417)], 2).
octal_div([train(11991)], [train(12933)], 3).
octal_div([train(4767)], [train(9350)], 10).
octal_div([train(26602)], [train(29592)], 1).
octal_div([train(26807)], [train(24513)], 4).
octal_div([train(33128)], [train(8970)], 7).
octal_div([train(24187)], [train(9221)], 10).
octal_div([train(3164)], [train(35389)], 11).
octal_div([train(57893)], [train(58971)], 1).
octal_div([train(23458)], [train(38785)], 4).
octal_div([train(38099)], [train(17722)], 0).
octal_div([train(21000)], [train(49531)], 1).
octal_div([train(20235)], [train(45002)], 11).
octal_div([train(24072)], [train(3981)], 0).
octal_div([train(52604)], [train(20741)], 1).
octal_div([train(43071)], [train(25397)], 1).
octal_div([train(21199)], [train(33768)], 0).
octal_div([train(14071)], [train(59298)], 3).
octal_div([train(46459)], [train(43407)], 0).
octal_div([train(40297)], [train(21071)], 11).
octal_div([train(5369)], [train(48926)], 4).
octal_div([train(13484)], [train(20556)], 2).
octal_div([train(6357)], [train(7141)], 0).
octal_div([train(52863)], [train(51149)], 10).
octal_div([train(47615)], [train(40677)], 2).
octal_div([train(8472)], [train(18733)], 0).
octal_div([train(47605)], [train(37598)], 3).
octal_div([train(9989)], [train(49641)], 2).
octal_div([train(58861)], [train(11152)], 0).
octal_div([train(50566)], [train(48605)], 0).
octal_div([train(39771)], [train(46046)], 10).
octal_div([train(2435)], [train(17678)], 0).
octal_div([train(10938)], [train(49776)], 0).
octal_div([train(47696)], [train(20739)], 0).
octal_div([train(45636)], [train(49103)], 1).
octal_div([train(26717)], [train(50249)], 1).
octal_div([train(50560)], [train(42804)], 1).
octal_div([train(12413)], [train(35446)], 1).
octal_div([train(55181)], [train(41524)], 4).
octal_div([train(11794)], [train(38121)], 0).
octal_div([train(5316)], [train(53899)], 11).
octal_div([train(14461)], [train(4690)], 0).
octal_div([train(6715)], [train(25898)], 7).
octal_div([train(16287)], [train(26968)], 1).
octal_div([train(57782)], [train(6262)], 11).
octal_div([train(26331)], [train(7075)], 5).
octal_div([train(27697)], [train(20541)], 0).
octal_div([train(51604)], [train(42787)], 1).
octal_div([train(45679)], [train(50022)], 2).
octal_div([train(10664)], [train(32443)], 0).
octal_div([train(16682)], [train(19958)], 1).
octal_div([train(16460)], [train(28773)], 0).
octal_div([train(34511)], [train(58233)], 0).
octal_div([train(59297)], [train(9423)], 1).
octal_div([train(47712)], [train(21317)], 1).
octal_div([train(42922)], [train(41900)], 3).
octal_div([train(30353)], [train(6270)], 1).
octal_div([train(26373)], [train(17197)], 1).
octal_div([train(26197)], [train(57577)], 0).
octal_div([train(25748)], [train(35512)], 1).
octal_div([train(57648)], [train(47044)], 2).
octal_div([train(13907)], [train(2704)], 1).
octal_div([train(55738)], [train(4170)], 1).
octal_div([train(41411)], [train(12995)], 1).
octal_div([train(23331)], [train(7467)], 0).
octal_div([train(3369)], [train(25029)], 0).
octal_div([train(27066)], [train(40716)], 11).
octal_div([train(43957)], [train(57834)], 5).
octal_div([train(31846)], [train(55222)], 1).
octal_div([train(10896)], [train(19735)], 3).
octal_div([train(27650)], [train(12129)], 4).
octal_div([train(27738)], [train(18636)], 1).
octal_div([train(50064)], [train(36851)], 7).
octal_div([train(27290)], [train(7778)], 0).
octal_div([train(52437)], [train(21414)], 2).
octal_div([train(18301)], [train(2047)], 0).
octal_div([train(42866)], [train(37469)], 1).
octal_div([train(32263)], [train(398)], 2).
octal_div([train(19036)], [train(38328)], 1).
octal_div([train(48114)], [train(29430)], 6).
octal_div([train(22777)], [train(59718)], 0).
octal_div([train(55682)], [train(50775)], 0).
octal_div([train(25092)], [train(38787)], 0).
octal_div([train(585)], [train(41993)], 1).
octal_div([train(48025)], [train(18310)], 0).
octal_div([train(49021)], [train(36108)], 2).
octal_div([train(12057)], [train(47220)], 0).
octal_div([train(1570)], [train(24291)], 1).
octal_div([train(26279)], [train(15838)], 1).
octal_div([train(46125)], [train(57945)], 0).
octal_div([train(56513)], [train(58563)], 1).
octal_div([train(28227)], [train(38682)], 4).
octal_div([train(10407)], [train(39302)], 0).
octal_div([train(10962)], [train(26325)], 1).
octal_div([train(28841)], [train(39349)], 1).
octal_div([train(50192)], [train(3275)], 0).
octal_div([train(37546)], [train(12672)], 2).
octal_div([train(10037)], [train(52287)], 2).
octal_div([train(30891)], [train(51769)], 0).
octal_div([train(33461)], [train(8525)], 1).
octal_div([train(59477)], [train(57300)], 0).
octal_div([train(19763)], [train(7654)], 4).
octal_div([train(40964)], [train(26479)], 5).
octal_div([train(51104)], [train(22475)], 10).
octal_div([train(48647)], [train(24694)], 1).
octal_div([train(51278)], [train(32486)], 5).
octal_div([train(45356)], [train(36066)], 1).
octal_div([train(14889)], [train(44302)], 3).
octal_div([train(39918)], [train(4128)], 2).
octal_div([train(3810)], [train(8512)], 3).
octal_div([train(31031)], [train(35)], 1).
octal_div([train(22391)], [train(47200)], 2).
octal_div([train(13431)], [train(14302)], 3).
octal_div([train(43445)], [train(40645)], 0).
octal_div([train(57142)], [train(54533)], 2).
octal_div([train(39565)], [train(2872)], 3).
octal_div([train(18462)], [train(1608)], 0).
octal_div([train(49853)], [train(50454)], 0).
octal_div([train(58208)], [train(38343)], 1).
octal_div([train(33055)], [train(3264)], 2).
octal_div([train(59940)], [train(53467)], 0).
octal_div([train(50424)], [train(30203)], 0).
octal_div([train(24734)], [train(19731)], 4).
octal_div([train(15152)], [train(19884)], 1).
octal_div([train(6979)], [train(10562)], 0).
octal_div([train(8172)], [train(20517)], 0).
octal_div([train(36468)], [train(36924)], 0).
octal_div([train(19574)], [train(5786)], 1).
octal_div([train(48588)], [train(1900)], 4).
octal_div([train(59612)], [train(26858)], 2).
octal_div([train(7740)], [train(2103)], 5).
octal_div([train(26623)], [train(17647)], 0).
octal_div([train(53926)], [train(11711)], 1).
octal_div([train(36287)], [train(56637)], 3).
octal_div([train(43089)], [train(23245)], 7).
octal_div([train(39154)], [train(5837)], 1).
